Name	Type	Species	Height	Weight	Abilities	Local_Num	National_Num	Catch_Rate	EV_Yield	Base_Friendship	Base_Exp	Growth_Rate	Egg_Groups	Gender	Egg_Cycles	Stats	Total	Learnset
Rockruff	Rock	Puppy Pokemon	0.5	9.2	('Keen Eye', 'Vital Spirit', 'Steadfast')	{'S/M': 103, 'US/UM': 126}	744	190	[0, 1, 0, 0, 0, 0]	50	56	Medium Fast	Field	(50.0, 50.0)	15	[45, 65, 40, 30, 40, 60]	280	[('Leer', 1), ('Tackle', 1), ('Sand Attack', 4), ('Bite', 7), ('Howl', 12), ('Rock Throw', 15), ('Odor Sleuth', 18), ('Rock Tomb', 23), ('Roar', 26), ('Stealth Rock', 29), ('Rock Slide', 34), ('Scary Face', 37), ('Crunch', 40), ('Rock Climb', 45), ('Stone Edge', 48)]
Own Tempo Rockruff	Rock	Puppy Pokemon	0.5	9.2	('Own Tempo', '')	{'S/M': 103, 'US/UM': 126}	744	190	[0, 1, 0, 0, 0, 0]	50	56	Medium Fast	Field	(50.0, 50.0)	15	[45, 65, 40, 30, 40, 60]	280	[('Leer', 1), ('Tackle', 1), ('Sand Attack', 4), ('Bite', 7), ('Howl', 12), ('Rock Throw', 15), ('Odor Sleuth', 18), ('Rock Tomb', 23), ('Roar', 26), ('Stealth Rock', 29), ('Rock Slide', 34), ('Scary Face', 37), ('Crunch', 40), ('Rock Climb', 45), ('Stone Edge', 48)]
Lycanroc (Midday Form)	Rock	Wolf Pokemon	0.8	25.0	('Keen Eye', 'Sand Rush', 'Steadfast')	{'S/M': 104, 'US/UM': 127}	745	90	[0, 2, 0, 0, 0, 0]	50	170	Medium Fast	Field	(50.0, 50.0)	15	[75, 115, 65, 55, 65, 112]	487	[('Accelerock', 1), ('Bite', 1), ('Leer', 1), ('Quick Attack', 1), ('Quick Guard', 1), ('Sand Attack', 1), ('Tackle', 1), ('Sand Attack', 4), ('Bite', 7), ('Howl', 12), ('Rock Throw', 15), ('Odor Sleuth', 18), ('Rock Tomb', 23), ('Roar', 26), ('Stealth Rock', 29), ('Rock Slide', 34), ('Scary Face', 37), ('Crunch', 40), ('Rock Climb', 45), ('Stone Edge', 48)]
Lycanroc (Midnight Form)	Rock	Wolf Pokemon	1.1	25.0	('Keen Eye', 'Vital Spirit', 'No Guard')	{'S/M': 104, 'US/UM': 127}	745	90	[0, 2, 0, 0, 0, 0]	50	170	Medium Fast	Field	(50.0, 50.0)	15	[85, 115, 75, 55, 75, 82]	487	[('Accelerock', 1), ('Bite', 1), ('Leer', 1), ('Quick Attack', 1), ('Quick Guard', 1), ('Sand Attack', 1), ('Tackle', 1), ('Sand Attack', 4), ('Bite', 7), ('Howl', 12), ('Rock Throw', 15), ('Odor Sleuth', 18), ('Rock Tomb', 23), ('Roar', 26), ('Stealth Rock', 29), ('Rock Slide', 34), ('Scary Face', 37), ('Crunch', 40), ('Rock Climb', 45), ('Stone Edge', 48)]
Lycanroc (Dusk Form)	Rock	Wolf Pokemon	0.8	25.0	('Tough Claws', '')	{'S/M': 104, 'US/UM': 127}	745	90	[0, 2, 0, 0, 0, 0]	50	170	Medium Fast	Field	(50.0, 50.0)	15	[75, 117, 65, 55, 65, 110]	487	[('Accelerock', 1), ('Bite', 1), ('Leer', 1), ('Quick Attack', 1), ('Quick Guard', 1), ('Sand Attack', 1), ('Tackle', 1), ('Sand Attack', 4), ('Bite', 7), ('Howl', 12), ('Rock Throw', 15), ('Odor Sleuth', 18), ('Rock Tomb', 23), ('Roar', 26), ('Stealth Rock', 29), ('Rock Slide', 34), ('Scary Face', 37), ('Crunch', 40), ('Rock Climb', 45), ('Stone Edge', 48)]
Wishiwashi (Solo Form)	Water	Small Fry Pokemon	0.2	0.3	('Schooling', '')	{'S/M': 110, 'US/UM': 133, 'S/S': 155}	746	60	[1, 0, 0, 0, 0, 0]	50	61	Fast	Water 2	(50.0, 50.0)	15	[45, 20, 20, 25, 25, 40]	175	[('Growl', 1), ('Water Gun', 1), ('Helping Hand', 6), ('Feint Attack', 9), ('Brine', 14), ('Aqua Ring', 17), ('Tearful Look', 22), ('Take Down', 25), ('Dive', 30), ('Beat Up', 33), ('Aqua Tail', 38), ('Double -Edge', 41), ('Soak', 46), ('Endeavor', 49), ('Hydro Pump', 54)]
Wishiwashi (School Form)	Water	Small Fry Pokemon	8.2	78.6	('Schooling', '')	{'S/M': 110, 'US/UM': 133, 'S/S': 155}	746	60	[1, 0, 0, 0, 0, 0]	50	217	Fast	Water 2	(50.0, 50.0)	15	[45, 140, 130, 140, 135, 30]	620	[('Growl', 1), ('Water Gun', 1), ('Helping Hand', 6), ('Feint Attack', 9), ('Brine', 14), ('Aqua Ring', 17), ('Tearful Look', 22), ('Take Down', 25), ('Dive', 30), ('Beat Up', 33), ('Aqua Tail', 38), ('Double -Edge', 41), ('Soak', 46), ('Endeavor', 49), ('Hydro Pump', 54)]
Mareanie	('Poison', 'Water')	Brutal Star Pokemon	0.4	8.0	('Merciless', 'Limber', 'Regenerator')	{'S/M': 113, 'US/UM': 136, 'S/S': 307}	747	190	[0, 0, 1, 0, 0, 0]	50	61	Medium Fast	Water 1	(50.0, 50.0)	20	[50, 53, 62, 43, 52, 45]	305	[('Poison Sting', 1), ('Peck', 5), ('Bite', 9), ('Toxic Spikes', 13), ('Wide Guard', 17), ('Toxic', 21), ('Venoshock', 25), ('Spike Cannon', 29), ('Recover', 33), ('Poison Jab', 37), ('Venom Drench', 41), ('Pin Missile', 45), ('Liquidation', 49)]
Toxapex	('Poison', 'Water')	Brutal Star Pokemon	0.7	14.5	('Merciless', 'Limber', 'Regenerator')	{'S/M': 114, 'US/UM': 137, 'S/S': 308}	748	75	[0, 0, 2, 0, 0, 0]	50	173	Medium Fast	Water 1	(50.0, 50.0)	20	[50, 63, 152, 53, 142, 35]	495	[('Baneful Bunker', 1), ('Bite', 1), ('Peck', 1), ('Poison Sting', 1), ('Toxic Spikes', 1), ('Peck', 5), ('Bite', 9), ('Toxic Spikes', 13), ('Wide Guard', 17), ('Toxic', 21), ('Venoshock', 25), ('Spike Cannon', 29), ('Recover', 33), ('Poison Jab', 37), ('Venom Drench', 44), ('Pin Missile', 51), ('Liquidation', 58)]
Mudbray	Ground	Donkey Pokemon	1.0	110.0	('Own Tempo', 'Stamina', 'Inner Focus')	{'S/M': 132, 'US/UM': 165, 'S/S': 84}	749	190	[0, 1, 0, 0, 0, 0]	50	77	Medium Fast	Field	(50.0, 50.0)	20	[70, 100, 70, 45, 55, 45]	385	[('Mud -Slap', 1), ('Mud Sport', 3), ('Rototiller', 8), ('Bulldoze', 10), ('Double Kick', 15), ('Stomp', 17), ('Bide', 22), ('High Horsepower', 24), ('Iron Defense', 29), ('Heavy Slam', 31), ('Counter', 36), ('Earthquake', 38), ('Mega Kick', 43), ('Superpower', 45)]
Mudsdale	Ground	Draft Horse Pokemon	2.5	920.0	('Own Tempo', 'Stamina', 'Inner Focus')	{'S/M': 133, 'US/UM': 166, 'S/S': 85}	750	60	[0, 2, 0, 0, 0, 0]	50	175	Medium Fast	Field	(50.0, 50.0)	20	[100, 125, 100, 55, 85, 35]	500	[('Bulldoze', 1), ('Mud -Slap', 1), ('Mud Sport', 1), ('Rototiller', 1), ('Mud Sport', 3), ('Rototiller', 8), ('Bulldoze', 10), ('Double Kick', 15), ('Stomp', 17), ('Bide', 22), ('High Horsepower', 24), ('Iron Defense', 29), ('Heavy Slam', 34), ('Counter', 42), ('Earthquake', 47), ('Mega Kick', 55), ('Superpower', 60)]
Dewpider	('Water', 'Bug')	Water Bubble Pokemon	0.3	4.0	('Water Bubble', 'Water Absorb')	{'S/M': 141, 'US/UM': 174, 'S/S': 214}	751	200	[0, 0, 0, 0, 1, 0]	50	54	Medium Fast	('Bug', 'Water 1')	(50.0, 50.0)	15	[38, 40, 52, 40, 72, 27]	269	[('Bubble', 1), ('Water Sport', 1), ('Infestation', 5), ('Spider Web', 8), ('Bug Bite', 13), ('Bubble Beam', 16), ('Bite', 21), ('Aqua Ring', 24), ('Leech Life', 29), ('Crunch', 32), ('Lunge', 37), ('Mirror Coat', 40), ('Liquidation', 45), ('Entrainment', 48)]
Araquanid	('Water', 'Bug')	Water Bubble Pokemon	1.8	82.0	('Water Bubble', 'Water Absorb')	{'S/M': 142, 'US/UM': 175, 'S/S': 215}	752	100	[0, 0, 0, 0, 2, 0]	50	159	Medium Fast	('Bug', 'Water 1')	(50.0, 50.0)	15	[68, 70, 92, 50, 132, 42]	454	[('Bubble', 1), ('Bug Bite', 1), ('Infestation', 1), ('Soak', 1), ('Spider Web', 1), ('Wide Guard', 1), ('Infestation', 5), ('Spider Web', 8), ('Bug Bite', 13), ('Bubble Beam', 16), ('Bite', 21), ('Aqua Ring', 26), ('Leech Life', 33), ('Crunch', 38), ('Lunge', 45), ('Mirror Coat', 50), ('Liquidation', 57), ('Entrainment', 62)]
Fomantis	Grass	Sickle Grass Pokemon	0.3	1.5	('Leaf Guard', 'Contrary')	{'S/M': 143, 'US/UM': 176}	753	190	[0, 1, 0, 0, 0, 0]	50	50	Medium Fast	Grass	(50.0, 50.0)	20	[40, 55, 35, 50, 35, 35]	250	[('Fury Cutter', 1), ('Leafage', 5), ('Razor Leaf', 10), ('Growth', 14), ('Ingrain', 19), ('Leaf Blade', 23), ('Synthesis', 28), ('Slash', 32), ('Sweet Scent', 37), ('Solar Beam', 41), ('Sunny Day', 46)]
Lurantis	Grass	Bloom Sickle Pokemon	0.9	18.5	('Leaf Guard', 'Contrary')	{'S/M': 144, 'US/UM': 177}	754	75	[0, 2, 0, 0, 0, 0]	50	168	Medium Fast	Grass	(50.0, 50.0)	20	[70, 105, 90, 80, 90, 45]	480	[('Fury Cutter', 1), ('Growth', 1), ('Leafage', 1), ('Petal Blizzard', 1), ('Razor Leaf', 1), ('X -Scissor', 1), ('Leafage', 5), ('Razor Leaf', 10), ('Growth', 14), ('Ingrain', 19), ('Leaf Blade', 23), ('Synthesis', 28), ('Slash', 32), ('Sweet Scent', 40), ('Solar Blade', 47), ('Sunny Day', 55)]
Morelull	('Grass', 'Fairy')	Illuminating Pokemon	0.2	1.5	('Illuminate', 'Effect Spore', 'Rain Dish')	{'S/M': 145, 'US/UM': 178, 'S/S': 340}	755	190	[0, 0, 0, 0, 1, 0]	50	57	Medium Fast	Grass	(50.0, 50.0)	20	[40, 35, 55, 65, 75, 15]	285	[('Absorb', 1), ('Astonish', 4), ('Flash', 8), ('Moonlight', 11), ('Mega Drain', 15), ('Sleep Powder', 18), ('Ingrain', 22), ('Confuse Ray', 25), ('Giga Drain', 29), ('Strength Sap', 32), ('Spore', 36), ('Moonblast', 39), ('Dream Eater', 43), ('Spotlight', 46)]
Shiinotic	('Grass', 'Fairy')	Illuminating Pokemon	1.0	11.5	('Illuminate', 'Effect Spore', 'Rain Dish')	{'S/M': 146, 'US/UM': 179, 'S/S': 341}	756	75	[0, 0, 0, 0, 2, 0]	50	142	Medium Fast	Grass	(50.0, 50.0)	20	[60, 45, 80, 90, 100, 30]	405	[('Absorb', 1), ('Astonish', 1), ('Flash', 1), ('Ingrain', 1), ('Astonish', 4), ('Flash', 8), ('Moonlight', 11), ('Mega Drain', 15), ('Sleep Powder', 18), ('Ingrain', 22), ('Confuse Ray', 26), ('Giga Drain', 31), ('Strength Sap', 35), ('Spore', 40), ('Moonblast', 44), ('Dream Eater', 49), ('Spotlight', 53)]
Salandit	('Poison', 'Fire')	Toxic Lizard Pokemon	0.6	4.8	('Corrosion', 'Oblivious')	{'S/M': 161, 'US/UM': 195, 'S/S': 244}	757	120	[0, 0, 0, 0, 0, 1]	50	64	Medium Fast	('Dragon', 'Monster')	(87.5, 12.5)	20	[48, 44, 40, 71, 40, 77]	320	[('Poison Gas', 1), ('Scratch', 1), ('Ember', 5), ('Sweet Scent', 8), ('Dragon Rage', 13), ('Smog', 16), ('Double Slap', 21), ('Flame Burst', 24), ('Toxic', 29), ('Nasty Plot', 32), ('Venoshock', 37), ('Flamethrower', 40), ('Venom Drench', 45), ('Dragon Pulse', 48)]
Salazzle	('Poison', 'Fire')	Toxic Lizard Pokemon	1.2	22.2	('Corrosion', 'Oblivious')	{'S/M': 162, 'US/UM': 196, 'S/S': 245}	758	45	[0, 0, 0, 0, 0, 2]	50	168	Medium Fast	('Dragon', 'Monster')	(0.0, 100.0)	20	[68, 64, 60, 111, 60, 117]	480	[('Captivate', 1), ('Disable', 1), ('Ember', 1), ('Encore', 1), ('Poison Gas', 1), ('Pound', 1), ('Swagger', 1), ('Sweet Scent', 1), ('Torment', 1), ('Ember', 5), ('Sweet Scent', 8), ('Dragon Rage', 13), ('Smog', 16), ('Double Slap', 21), ('Flame Burst', 24), ('Toxic', 29), ('Nasty Plot', 32), ('Venoshock', 39), ('Flamethrower', 44), ('Venom Drench', 51), ('Dragon Pulse', 56)]
Stufful	('Normal', 'Fighting')	Flailing Pokemon	0.5	6.8	('Fluffy', 'Klutz', 'Cute Charm')	{'S/M': 169, 'US/UM': 205, 'S/S': 94}	759	140	[0, 1, 0, 0, 0, 0]	50	68	Medium Fast	Field	(50.0, 50.0)	15	[70, 75, 50, 45, 50, 50]	340	[('Leer', 1), ('Tackle', 1), ('Bide', 5), ('Baby -Doll Eyes', 10), ('Brutal Swing', 14), ('Flail', 19), ('Payback', 23), ('Take Down', 28), ('Hammer Arm', 32), ('Thrash', 37), ('Pain Split', 41), ('Double -Edge', 46), ('Superpower', 50)]
Bewear	('Normal', 'Fighting')	Strong Arm Pokemon	2.1	135.0	('Fluffy', 'Klutz', 'Unnerve')	{'S/M': 170, 'US/UM': 206, 'S/S': 95}	760	70	[0, 2, 0, 0, 0, 0]	50	175	Medium Fast	Field	(50.0, 50.0)	15	[120, 125, 80, 55, 60, 60]	500	[('Leer', 1), ('Tackle', 1), ('Bide', 5), ('Baby -Doll Eyes', 10), ('Brutal Swing', 14), ('Flail', 19), ('Payback', 23), ('Take Down', 30), ('Hammer Arm', 36), ('Thrash', 43), ('Pain Split', 49), ('Double -Edge', 56), ('Superpower', 62)]
Bounsweet	Grass	Fruit Pokemon	0.3	3.2	('Leaf Guard', 'Oblivious', 'Sweet Veil')	{'S/M': 171, 'US/UM': 207, 'S/S': 52}	761	235	[1, 0, 0, 0, 0, 0]	50	42	Medium Slow	Grass	(0.0, 100.0)	20	[42, 30, 38, 30, 38, 32]	210	[('Splash', 1), ('Play Nice', 5), ('Rapid Spin', 9), ('Razor Leaf', 13), ('Sweet Scent', 17), ('Magical Leaf', 21), ('Teeter Dance', 25), ('Flail', 29), ('Aromatic Mist', 33)]
Steenee	Grass	Fruit Pokemon	0.7	8.2	('Leaf Guard', 'Oblivious', 'Sweet Veil')	{'S/M': 172, 'US/UM': 208, 'S/S': 53}	762	120	[0, 0, 0, 0, 0, 2]	50	102	Medium Slow	Grass	(0.0, 100.0)	20	[52, 40, 48, 40, 48, 62]	290	[('Double Slap', 1), ('Play Nice', 1), ('Rapid Spin', 1), ('Razor Leaf', 1), ('Splash', 1), ('Play Nice', 5), ('Rapid Spin', 9), ('Razor Leaf', 13), ('Sweet Scent', 17), ('Magical Leaf', 21), ('Teeter Dance', 25), ('Stomp', 29), ('Aromatic Mist', 33), ('Captivate', 37), ('Aromatherapy', 41), ('Leaf Storm', 45)]
Tsareena	Grass	Fruit Pokemon	1.2	21.4	('Leaf Guard', 'Queenly Majesty', 'Sweet Veil')	{'S/M': 173, 'US/UM': 209, 'S/S': 54}	763	45	[0, 3, 0, 0, 0, 0]	50	230	Medium Slow	Grass	(0.0, 100.0)	20	[72, 120, 98, 50, 98, 72]	510	[('Double Slap', 1), ('Rapid Spin', 1), ('Razor Leaf', 1), ('Splash', 1), ('Swagger', 1), ('Trop Kick', 1), ('Swagger', 5), ('Rapid Spin', 9), ('Razor Leaf', 13), ('Sweet Scent', 17), ('Magical Leaf', 21), ('Teeter Dance', 25), ('Stomp', 29), ('Aromatic Mist', 33), ('Captivate', 37), ('Aromatherapy', 41), ('Leaf Storm', 45), ('High Jump Kick', 49)]
Comfey	Fairy	Posy Picker Pokemon	0.1	0.3	('Flower Veil', 'Triage', 'Natural Cure')	{'S/M': 174, 'US/UM': 210}	764	60	[0, 0, 0, 0, 2, 0]	50	170	Fast	Grass	(25.0, 75.0)	20	[51, 52, 90, 82, 110, 100]	485	[('Flower Shield', 1), ('Helping Hand', 1), ('Vine Whip', 1), ('Leech Seed', 4), ('Draining Kiss', 7), ('Magical Leaf', 10), ('Growth', 13), ('Wrap', 16), ('Sweet Kiss', 19), ('Natural Gift', 22), ('Petal Blizzard', 25), ('Synthesis', 28), ('Sweet Scent', 31), ('Grass Knot', 34), ('Floral Healing', 37), ('Petal Dance', 40), ('Aromatherapy', 43), ('Grassy Terrain', 46), ('Play Rough', 49)]
Oranguru	('Normal', 'Psychic')	Sage Pokemon	1.5	76.0	('Inner Focus', 'Telepathy', 'Symbiosis')	{'S/M': 176, 'US/UM': 215, 'S/S': 342}	765	45	[0, 0, 0, 0, 2, 0]	50	172	Slow	Field	(50.0, 50.0)	20	[90, 60, 80, 90, 110, 60]	490	[('Confusion', 1), ('After You', 4), ('Taunt', 8), ('Quash', 11), ('Stored Power', 15), ('Psych Up', 18), ('Feint Attack', 22), ('Nasty Plot', 25), ('Zen Headbutt', 29), ('Instruct', 32), ('Foul Play', 36), ('Calm Mind', 39), ('Psychic', 43), ('Future Sight', 46), ('Trick Room', 50)]
Passimian	Fighting	Teamwork Pokemon	2.0	82.8	('Receiver', 'Defiant')	{'S/M': 177, 'US/UM': 216, 'S/S': 343}	766	45	[0, 2, 0, 0, 0, 0]	50	172	Slow	Field	(50.0, 50.0)	20	[100, 120, 90, 40, 60, 80]	490	[('Tackle', 1), ('Leer', 4), ('Rock Smash', 8), ('Focus Energy', 11), ('Beat Up', 15), ('Scary Face', 18), ('Take Down', 22), ('Bestow', 25), ('Thrash', 29), ('Bulk Up', 32), ('Double -Edge', 36), ('Fling', 39), ('Close Combat', 43), ('Reversal', 46), ('Giga Impact', 50)]
Wimpod	('Bug', 'Water')	Turn Tail Pokemon	0.5	12.0	('Wimp Out', '')	{'S/M': 182, 'US/UM': 221, 'S/S': 232}	767	90	[0, 0, 0, 0, 0, 1]	50	46	Medium Fast	('Bug', 'Water 3')	(50.0, 50.0)	20	[25, 35, 40, 20, 30, 80]	230	[('Sand Attack', 1), ('Struggle Bug', 1)]
Golisopod	('Bug', 'Water')	Hard Scale Pokemon	2.0	108.0	('Emergency Exit', '')	{'S/M': 183, 'US/UM': 222, 'S/S': 233}	768	45	[0, 0, 2, 0, 0, 0]	50	186	Medium Fast	('Bug', 'Water 3')	(50.0, 50.0)	20	[75, 125, 140, 60, 90, 40]	530	[('First Impression', 1), ('Fury Cutter', 1), ('Rock Smash', 1), ('Sand Attack', 1), ('Struggle Bug', 1), ('Fury Cutter', 4), ('Rock Smash', 7), ('Bug Bite', 10), ('Spite', 13), ('Swords Dance', 16), ('Slash', 21), ('Razor Shell', 26), ('Sucker Punch', 31), ('Iron Defense', 36), ('Pin Missile', 41), ('Liquidation', 48)]
Sandygast	('Ghost', 'Ground')	Sand Heap Pokemon	0.5	70.0	('Water Compaction', 'Sand Veil')	{'S/M': 186, 'US/UM': 225}	769	140	[0, 0, 1, 0, 0, 0]	50	64	Medium Fast	Amorphous	(50.0, 50.0)	15	[55, 55, 80, 70, 45, 15]	320	[('Absorb', 1), ('Harden', 1), ('Astonish', 5), ('Sand Attack', 9), ('Sand Tomb', 14), ('Mega Drain', 18), ('Bulldoze', 23), ('Hypnosis', 27), ('Iron Defense', 32), ('Giga Drain', 36), ('Shadow Ball', 41), ('Earth Power', 45), ('Shore Up', 50), ('Sandstorm', 54)]
Palossand	('Ghost', 'Ground')	Sand Castle Pokemon	1.3	250.0	('Water Compaction', 'Sand Veil')	{'S/M': 187, 'US/UM': 226}	770	60	[0, 0, 2, 0, 0, 0]	50	168	Medium Fast	Amorphous	(50.0, 50.0)	15	[85, 75, 110, 100, 75, 35]	480	[('Absorb', 1), ('Astonish', 1), ('Harden', 1), ('Sand Attack', 1), ('Astonish', 5), ('Sand Attack', 9), ('Sand Tomb', 14), ('Mega Drain', 18), ('Bulldoze', 23), ('Hypnosis', 27), ('Iron Defense', 32), ('Giga Drain', 36), ('Shadow Ball', 41), ('Earth Power', 47), ('Shore Up', 54), ('Sandstorm', 60)]
Pyukumuku	Water	Sea Cucumber Pokemon	0.3	1.2	('Innards Out', 'Unaware')	{'S/M': 200, 'US/UM': 256, 'S/S': 156}	771	60	[0, 0, 0, 0, 2, 0]	50	144	Fast	Water 1	(50.0, 50.0)	15	[55, 60, 130, 30, 130, 5]	410	[('Baton Pass', 1), ('Bide', 1), ('Harden', 1), ('Mud Sport', 1), ('Water Sport', 1), ('Helping Hand', 5), ('Taunt', 9), ('Safeguard', 13), ('Counter', 17), ('Purify', 21), ('Curse', 25), ('Gastro Acid', 29), ('Pain Split', 33), ('Recover', 37), ('Soak', 41), ('Toxic', 45), ('Memento', 49)]
Type:-null (Type: Null)	Normal	Synthetic Pokemon	1.9	120.5	('Battle Armor', '')	{'S/M': 203, 'US/UM': 259, 'S/S': 381}	772	3	[2, 0, 0, 0, 0, 0]	0	107	Slow	Undiscovered		120	[95, 95, 95, 95, 95, 59]	534	
Silvally	Normal	Synthetic Pokemon	2.3	100.5	('RKS Syst', 'em')	{'S/M': 204, 'US/UM': 260, 'S/S': 382}	773	3	[3, 0, 0, 0, 0, 0]	0	257	Slow	Undiscovered		120	[95, 95, 95, 95, 95, 95]	570	[('Fire Fang', 1), ('Heal Block', 1), ('Ice Fang', 1), ('Imprison', 1), ('Iron Head', 1), ('Multi -Attack', 1), ('Poison Fang', 1), ('Tackle', 1), ('Thunder Fang', 1), ('Rage', 5), ('Pursuit', 10), ('Bite', 15), ('Aerial Ace', 20), ('Crush Claw', 25), ('Scary Face', 30), ('X -Scissor', 35), ('Take Down', 40), ('Metal Sound', 45), ('Crunch', 50), ('Double Hit', 55), ('Air Slash', 60), ('Punishment', 65), ('Razor Wind', 70), ('Tri Attack', 75), ('Double -Edge', 80), ('Parting Shot', 85)]
Minior (Meteor Form)	('Rock', 'Flying')	Meteor Pokemon	0.3	40.0	('Shields Down', '')	{'S/M': 213, 'US/UM': 277}	774	30	[0, 0, 1, 0, 1, 0]	50	154	Medium Slow	Mineral		25	[60, 60, 100, 60, 100, 60]	440	[('Tackle', 1), ('Defense Curl', 3), ('Rollout', 8), ('Confuse Ray', 10), ('Swift', 15), ('Ancient Power', 17), ('Self -Destruct', 22), ('Stealth Rock', 24), ('Take Down', 29), ('Autotomize', 31), ('Cosmic Power', 36), ('Power Gem', 38), ('Double -Edge', 43), ('Shell Smash', 45), ('Explosion', 50)]
Minior (Core Form)	('Rock', 'Flying')	Meteor Pokemon	0.3	0.3	('Shields Down', '')	{'S/M': 213, 'US/UM': 277}	774	30	[0, 1, 0, 1, 0, 0]	50	175	Medium Slow	Mineral		25	[60, 100, 60, 100, 60, 120]	500	[('Tackle', 1), ('Defense Curl', 3), ('Rollout', 8), ('Confuse Ray', 10), ('Swift', 15), ('Ancient Power', 17), ('Self -Destruct', 22), ('Stealth Rock', 24), ('Take Down', 29), ('Autotomize', 31), ('Cosmic Power', 36), ('Power Gem', 38), ('Double -Edge', 43), ('Shell Smash', 45), ('Explosion', 50)]
Komala	Normal	Drowsing Pokemon	0.4	19.9	('Comatose', '')	{'S/M': 222, 'US/UM': 286}	775	45	[0, 2, 0, 0, 0, 0]	50	168	Slow	Field	(50.0, 50.0)	20	[65, 115, 65, 75, 95, 65]	480	[('Defense Curl', 1), ('Rollout', 1), ('Spit Up', 6), ('Stockpile', 6), ('Swallow', 6), ('Rapid Spin', 11), ('Yawn', 16), ('Slam', 21), ('Flail', 26), ('Sucker Punch', 31), ('Psych Up', 36), ('Wood Hammer', 41), ('Thrash', 46)]
Turtonator	('Fire', 'Dragon')	Blast Turtle Pokemon	2.0	212.0	('Shell Armor', '')	{'S/M': 224, 'US/UM': 288, 'S/S': 347}	776	70	[0, 0, 2, 0, 0, 0]	50	170	Medium Fast	('Dragon', 'Monster')	(50.0, 50.0)	20	[60, 78, 135, 91, 85, 36]	485	[('Ember', 1), ('Tackle', 1), ('Smog', 5), ('Protect', 9), ('Incinerate', 13), ('Flail', 17), ('Endure', 21), ('Iron Defense', 25), ('Flamethrower', 29), ('Body Slam', 33), ('Shell Smash', 37), ('Dragon Pulse', 41), ('Shell Trap', 45), ('Overheat', 49), ('Explosion', 53)]
Togedemaru	('Electric', 'Steel')	Roly-Poly Pokemon	0.3	3.3	('Iron Barbs', 'Lightning Rod', 'Sturdy')	{'S/M': 225, 'US/UM': 292, 'S/S': 348}	777	180	[0, 2, 0, 0, 0, 0]	50	152	Medium Fast	('Fairy', 'Field')	(50.0, 50.0)	10	[65, 98, 63, 40, 73, 96]	435	[('Tackle', 1), ('Thunder Shock', 1), ('Defense Curl', 5), ('Rollout', 9), ('Charge', 13), ('Spark', 17), ('Nuzzle', 21), ('Magnet Rise', 25), ('Discharge', 29), ('Zing Zap', 33), ('Electric Terrain', 37), ('Wild Charge', 41), ('Pin Missile', 45), ('Spiky Shield', 49), ('Fell Stinger', 53)]
Mimikyu	('Ghost', 'Fairy')	Disguise Pokemon	0.2	0.7	('Disguise', '')	{'S/M': 242, 'US/UM': 315, 'S/S': 301}	778	45	[0, 0, 0, 0, 2, 0]	50	167	Medium Fast	Amorphous	(50.0, 50.0)	20	[55, 90, 80, 50, 105, 96]	476	[('Astonish', 1), ('Copycat', 1), ('Scratch', 1), ('Splash', 1), ('Wood Hammer', 1), ('Double Team', 5), ('Baby -Doll Eyes', 10), ('Shadow Sneak', 14), ('Mimic', 19), ('Feint Attack', 23), ('Charm', 28), ('Slash', 32), ('Shadow Claw', 37), ('Hone Claws', 41), ('Play Rough', 46), ('Pain Split', 50)]
Bruxish	('Water', 'Psychic')	Gnash Teeth Pokemon	0.9	19.0	('Dazzling', 'Strong Jaw', 'Wonder Skin')	{'S/M': 243, 'US/UM': 320}	779	80	[0, 2, 0, 0, 0, 0]	50	166	Medium Fast	Water 2	(50.0, 50.0)	15	[68, 105, 70, 70, 70, 92]	475	[('Water Gun', 1), ('Astonish', 4), ('Confusion', 9), ('Bite', 12), ('Aqua Jet', 17), ('Disable', 20), ('Psywave', 25), ('Crunch', 28), ('Aqua Tail', 33), ('Screech', 36), ('Psychic Fangs', 41), ('Synchronoise', 44)]
Drampa	('Normal', 'Dragon')	Placid Pokemon	3.0	185.0	('Berserk', 'Sap Sipper', 'Cloud Nine')	{'S/M': 244, 'US/UM': 321, 'S/S': 346}	780	70	[0, 0, 0, 2, 0, 0]	50	170	Medium Fast	('Dragon', 'Monster')	(50.0, 50.0)	20	[78, 60, 85, 135, 91, 36]	485	[('Echoed Voice', 1), ('Play Nice', 1), ('Twister', 5), ('Protect', 9), ('Glare', 13), ('Light Screen', 17), ('Dragon Rage', 21), ('Natural Gift', 25), ('Dragon Breath', 29), ('Safeguard', 33), ('Extrasensory', 37), ('Dragon Pulse', 41), ('Fly', 45), ('Hyper Voice', 49), ('Outrage', 53)]
